,date,price,qty,sell_id,sell_cat,item,year,holiday,is_weekend,is_schoolbreak,avg_temperature,is_outdoor,is_holiday
1675,2012-07-29,11.36,20,2052,2,BURGER,2012,6,1,0,78.8,1,0
1676,2012-07-29,11.36,20,2052,2,LEMONADE,2012,6,1,0,78.8,1,0
1677,2012-07-29,10.47,44,2053,2,BURGER,2012,6,1,0,78.8,1,0
1678,2012-07-29,10.47,44,2053,2,COKE,2012,6,1,0,78.8,1,0
1679,2012-07-29,10.47,44,2053,2,COFFEE,2012,6,1,0,78.8,1,0
1680,2012-07-30,15.0,86,1070,0,BURGER,2012,6,0,0,80.6,1,0
1681,2012-07-30,11.49,34,2051,2,BURGER,2012,6,0,0,80.6,1,0
1682,2012-07-30,11.49,34,2051,2,COKE,2012,6,0,0,80.6,1,0
1683,2012-07-30,11.36,20,2052,2,BURGER,2012,6,0,0,80.6,1,0
1684,2012-07-30,11.36,20,2052,2,LEMONADE,2012,6,0,0,80.6,1,0
1685,2012-07-30,10.47,62,2053,2,BURGER,2012,6,0,0,80.6,1,0
1686,2012-07-30,10.47,62,2053,2,COKE,2012,6,0,0,80.6,1,0
1687,2012-07-30,10.47,62,2053,2,COFFEE,2012,6,0,0,80.6,1,0
1688,2012-07-31,15.0,90,1070,0,BURGER,2012,6,0,0,84.2,1,0
1689,2012-07-31,11.49,34,2051,2,BURGER,2012,6,0,0,84.2,1,0
1690,2012-07-31,11.49,34,2051,2,COKE,2012,6,0,0,84.2,1,0
1691,2012-07-31,11.36,20,2052,2,BURGER,2012,6,0,0,84.2,1,0
1692,2012-07-31,11.36,20,2052,2,LEMONADE,2012,6,0,0,84.2,1,0
1693,2012-07-31,10.47,56,2053,2,BURGER,2012,6,0,0,84.2,1,0
1694,2012-07-31,10.47,56,2053,2,COKE,2012,6,0,0,84.2,1,0
1695,2012-07-31,10.47,56,2053,2,COFFEE,2012,6,0,0,84.2,1,0
1696,2012-08-01,15.0,86,1070,0,BURGER,2012,6,0,0,86.0,1,0
1697,2012-08-01,11.49,38,2051,2,BURGER,2012,6,0,0,86.0,1,0
1698,2012-08-01,11.49,38,2051,2,COKE,2012,6,0,0,86.0,1,0
1699,2012-08-01,11.36,24,2052,2,BURGER,2012,6,0,0,86.0,1,0
1700,2012-08-01,11.36,24,2052,2,LEMONADE,2012,6,0,0,86.0,1,0
1701,2012-08-01,10.47,56,2053,2,BURGER,2012,6,0,0,86.0,1,0
1702,2012-08-01,10.47,56,2053,2,COKE,2012,6,0,0,86.0,1,0
1703,2012-08-01,10.47,56,2053,2,COFFEE,2012,6,0,0,86.0,1,0
1704,2012-08-02,15.0,90,1070,0,BURGER,2012,6,0,0,82.4,1,0
1705,2012-08-02,11.49,34,2051,2,BURGER,2012,6,0,0,82.4,1,0
1706,2012-08-02,11.49,34,2051,2,COKE,2012,6,0,0,82.4,1,0
1707,2012-08-02,11.36,22,2052,2,BURGER,2012,6,0,0,82.4,1,0
1708,2012-08-02,11.36,22,2052,2,LEMONADE,2012,6,0,0,82.4,1,0
1709,2012-08-02,10.47,64,2053,2,BURGER,2012,6,0,0,82.4,1,0
1710,2012-08-02,10.47,64,2053,2,COKE,2012,6,0,0,82.4,1,0
1711,2012-08-02,10.47,64,2053,2,COFFEE,2012,6,0,0,82.4,1,0
1712,2012-08-03,15.0,90,1070,0,BURGER,2012,6,0,0,82.4,1,0
1713,2012-08-03,11.49,38,2051,2,BURGER,2012,6,0,0,82.4,1,0
1714,2012-08-03,11.49,38,2051,2,COKE,2012,6,0,0,82.4,1,0
1715,2012-08-03,11.36,24,2052,2,BURGER,2012,6,0,0,82.4,1,0
1716,2012-08-03,11.36,24,2052,2,LEMONADE,2012,6,0,0,82.4,1,0
1717,2012-08-03,10.47,56,2053,2,BURGER,2012,6,0,0,82.4,1,0
1718,2012-08-03,10.47,56,2053,2,COKE,2012,6,0,0,82.4,1,0
1719,2012-08-03,10.47,56,2053,2,COFFEE,2012,6,0,0,82.4,1,0
1720,2012-08-04,15.0,66,1070,0,BURGER,2012,6,1,0,82.4,1,0
1721,2012-08-04,11.49,22,2051,2,BURGER,2012,6,1,0,82.4,1,0
1722,2012-08-04,11.49,22,2051,2,COKE,2012,6,1,0,82.4,1,0
1723,2012-08-04,11.36,22,2052,2,BURGER,2012,6,1,0,82.4,1,0
1724,2012-08-04,11.36,22,2052,2,LEMONADE,2012,6,1,0,82.4,1,0
1725,2012-08-04,10.47,46,2053,2,BURGER,2012,6,1,0,82.4,1,0
1726,2012-08-04,10.47,46,2053,2,COKE,2012,6,1,0,82.4,1,0
1727,2012-08-04,10.47,46,2053,2,COFFEE,2012,6,1,0,82.4,1,0
1728,2012-08-05,15.0,64,1070,0,BURGER,2012,6,1,0,80.6,1,0
1729,2012-08-05,11.49,22,2051,2,BURGER,2012,6,1,0,80.6,1,0
1730,2012-08-05,11.49,22,2051,2,COKE,2012,6,1,0,80.6,1,0
1731,2012-08-05,11.36,22,2052,2,BURGER,2012,6,1,0,80.6,1,0
1732,2012-08-05,11.36,22,2052,2,LEMONADE,2012,6,1,0,80.6,1,0
1733,2012-08-05,10.47,38,2053,2,BURGER,2012,6,1,0,80.6,1,0
1734,2012-08-05,10.47,38,2053,2,COKE,2012,6,1,0,80.6,1,0
1735,2012-08-05,10.47,38,2053,2,COFFEE,2012,6,1,0,80.6,1,0
1736,2012-08-06,15.0,86,1070,0,BURGER,2012,6,0,0,80.6,1,0
1737,2012-08-06,11.49,38,2051,2,BURGER,2012,6,0,0,80.6,1,0
1738,2012-08-06,11.49,38,2051,2,COKE,2012,6,0,0,80.6,1,0
1739,2012-08-06,11.36,28,2052,2,BURGER,2012,6,0,0,80.6,1,0
1740,2012-08-06,11.36,28,2052,2,LEMONADE,2012,6,0,0,80.6,1,0
1741,2012-08-06,10.47,60,2053,2,BURGER,2012,6,0,0,80.6,1,0
1742,2012-08-06,10.47,60,2053,2,COKE,2012,6,0,0,80.6,1,0
1743,2012-08-06,10.47,60,2053,2,COFFEE,2012,6,0,0,80.6,1,0
1744,2012-08-07,15.0,90,1070,0,BURGER,2012,6,0,0,82.4,1,0
1745,2012-08-07,11.49,32,2051,2,BURGER,2012,6,0,0,82.4,1,0
1746,2012-08-07,11.49,32,2051,2,COKE,2012,6,0,0,82.4,1,0
1747,2012-08-07,11.36,22,2052,2,BURGER,2012,6,0,0,82.4,1,0
1748,2012-08-07,11.36,22,2052,2,LEMONADE,2012,6,0,0,82.4,1,0
1749,2012-08-07,10.47,56,2053,2,BURGER,2012,6,0,0,82.4,1,0
1750,2012-08-07,10.47,56,2053,2,COKE,2012,6,0,0,82.4,1,0
1751,2012-08-07,10.47,56,2053,2,COFFEE,2012,6,0,0,82.4,1,0
1752,2012-08-08,15.0,94,1070,0,BURGER,2012,6,0,0,84.2,1,0
1753,2012-08-08,11.49,38,2051,2,BURGER,2012,6,0,0,84.2,1,0
1754,2012-08-08,11.49,38,2051,2,COKE,2012,6,0,0,84.2,1,0
1755,2012-08-08,11.36,24,2052,2,BURGER,2012,6,0,0,84.2,1,0
1756,2012-08-08,11.36,24,2052,2,LEMONADE,2012,6,0,0,84.2,1,0
1757,2012-08-08,10.47,64,2053,2,BURGER,2012,6,0,0,84.2,1,0
1758,2012-08-08,10.47,64,2053,2,COKE,2012,6,0,0,84.2,1,0
1759,2012-08-08,10.47,64,2053,2,COFFEE,2012,6,0,0,84.2,1,0
1760,2012-08-09,15.0,92,1070,0,BURGER,2012,6,0,0,84.2,1,0
1761,2012-08-09,11.49,32,2051,2,BURGER,2012,6,0,0,84.2,1,0
1762,2012-08-09,11.49,32,2051,2,COKE,2012,6,0,0,84.2,1,0
1763,2012-08-09,11.36,28,2052,2,BURGER,2012,6,0,0,84.2,1,0
1764,2012-08-09,11.36,28,2052,2,LEMONADE,2012,6,0,0,84.2,1,0
1765,2012-08-09,10.47,62,2053,2,BURGER,2012,6,0,0,84.2,1,0
1766,2012-08-09,10.47,62,2053,2,COKE,2012,6,0,0,84.2,1,0
1767,2012-08-09,10.47,62,2053,2,COFFEE,2012,6,0,0,84.2,1,0
1768,2012-08-10,15.0,86,1070,0,BURGER,2012,6,0,0,82.4,1,0
1769,2012-08-10,11.49,38,2051,2,BURGER,2012,6,0,0,82.4,1,0
1770,2012-08-10,11.49,38,2051,2,COKE,2012,6,0,0,82.4,1,0
1771,2012-08-10,11.36,24,2052,2,BURGER,2012,6,0,0,82.4,1,0
1772,2012-08-10,11.36,24,2052,2,LEMONADE,2012,6,0,0,82.4,1,0
1773,2012-08-10,10.47,62,2053,2,BURGER,2012,6,0,0,82.4,1,0
1774,2012-08-10,10.47,62,2053,2,COKE,2012,6,0,0,82.4,1,0
1775,2012-08-10,10.47,62,2053,2,COFFEE,2012,6,0,0,82.4,1,0
1776,2012-08-11,15.0,62,1070,0,BURGER,2012,6,1,0,84.2,1,0
1777,2012-08-11,11.49,22,2051,2,BURGER,2012,6,1,0,84.2,1,0
1778,2012-08-11,11.49,22,2051,2,COKE,2012,6,1,0,84.2,1,0
1779,2012-08-11,11.36,14,2052,2,BURGER,2012,6,1,0,84.2,1,0
1780,2012-08-11,11.36,14,2052,2,LEMONADE,2012,6,1,0,84.2,1,0
1781,2012-08-11,10.47,46,2053,2,BURGER,2012,6,1,0,84.2,1,0
1782,2012-08-11,10.47,46,2053,2,COKE,2012,6,1,0,84.2,1,0
1783,2012-08-11,10.47,46,2053,2,COFFEE,2012,6,1,0,84.2,1,0
1784,2012-08-12,15.0,58,1070,0,BURGER,2012,6,1,0,84.2,1,0
1785,2012-08-12,11.49,28,2051,2,BURGER,2012,6,1,0,84.2,1,0
1786,2012-08-12,11.49,28,2051,2,COKE,2012,6,1,0,84.2,1,0
1787,2012-08-12,11.36,20,2052,2,BURGER,2012,6,1,0,84.2,1,0
1788,2012-08-12,11.36,20,2052,2,LEMONADE,2012,6,1,0,84.2,1,0
1789,2012-08-12,10.47,40,2053,2,BURGER,2012,6,1,0,84.2,1,0
1790,2012-08-12,10.47,40,2053,2,COKE,2012,6,1,0,84.2,1,0
1791,2012-08-12,10.47,40,2053,2,COFFEE,2012,6,1,0,84.2,1,0
1792,2012-08-13,15.0,94,1070,0,BURGER,2012,6,0,0,82.4,1,0
1793,2012-08-13,11.49,30,2051,2,BURGER,2012,6,0,0,82.4,1,0
1794,2012-08-13,11.49,30,2051,2,COKE,2012,6,0,0,82.4,1,0
1795,2012-08-13,11.36,20,2052,2,BURGER,2012,6,0,0,82.4,1,0
1796,2012-08-13,11.36,20,2052,2,LEMONADE,2012,6,0,0,82.4,1,0
1797,2012-08-13,10.47,58,2053,2,BURGER,2012,6,0,0,82.4,1,0
1798,2012-08-13,10.47,58,2053,2,COKE,2012,6,0,0,82.4,1,0
1799,2012-08-13,10.47,58,2053,2,COFFEE,2012,6,0,0,82.4,1,0
1800,2012-08-14,15.0,90,1070,0,BURGER,2012,6,0,0,77.0,1,0
1801,2012-08-14,11.49,38,2051,2,BURGER,2012,6,0,0,77.0,1,0
1802,2012-08-14,11.49,38,2051,2,COKE,2012,6,0,0,77.0,1,0
1803,2012-08-14,11.36,26,2052,2,BURGER,2012,6,0,0,77.0,1,0
1804,2012-08-14,11.36,26,2052,2,LEMONADE,2012,6,0,0,77.0,1,0
1805,2012-08-14,10.47,60,2053,2,BURGER,2012,6,0,0,77.0,1,0
1806,2012-08-14,10.47,60,2053,2,COKE,2012,6,0,0,77.0,1,0
1807,2012-08-14,10.47,60,2053,2,COFFEE,2012,6,0,0,77.0,1,0
1808,2012-08-15,15.0,90,1070,0,BURGER,2012,6,0,0,75.2,1,0
1809,2012-08-15,11.49,38,2051,2,BURGER,2012,6,0,0,75.2,1,0
1810,2012-08-15,11.49,38,2051,2,COKE,2012,6,0,0,75.2,1,0
1811,2012-08-15,11.36,24,2052,2,BURGER,2012,6,0,0,75.2,1,0
1812,2012-08-15,11.36,24,2052,2,LEMONADE,2012,6,0,0,75.2,1,0
1813,2012-08-15,10.47,64,2053,2,BURGER,2012,6,0,0,75.2,1,0
1814,2012-08-15,10.47,64,2053,2,COKE,2012,6,0,0,75.2,1,0
1815,2012-08-15,10.47,64,2053,2,COFFEE,2012,6,0,0,75.2,1,0
1816,2012-08-16,15.0,88,1070,0,BURGER,2012,6,0,0,80.6,1,0
1817,2012-08-16,11.49,30,2051,2,BURGER,2012,6,0,0,80.6,1,0
1818,2012-08-16,11.49,30,2051,2,COKE,2012,6,0,0,80.6,1,0
1819,2012-08-16,11.36,28,2052,2,BURGER,2012,6,0,0,80.6,1,0
1820,2012-08-16,11.36,28,2052,2,LEMONADE,2012,6,0,0,80.6,1,0
1821,2012-08-16,10.47,56,2053,2,BURGER,2012,6,0,0,80.6,1,0
1822,2012-08-16,10.47,56,2053,2,COKE,2012,6,0,0,80.6,1,0
1823,2012-08-16,10.47,56,2053,2,COFFEE,2012,6,0,0,80.6,1,0
1824,2012-08-17,15.0,94,1070,0,BURGER,2012,6,0,0,78.8,1,0
1825,2012-08-17,11.49,30,2051,2,BURGER,2012,6,0,0,78.8,1,0
1826,2012-08-17,11.49,30,2051,2,COKE,2012,6,0,0,78.8,1,0
1827,2012-08-17,11.36,20,2052,2,BURGER,2012,6,0,0,78.8,1,0
1828,2012-08-17,11.36,20,2052,2,LEMONADE,2012,6,0,0,78.8,1,0
1829,2012-08-17,10.47,62,2053,2,BURGER,2012,6,0,0,78.8,1,0
1830,2012-08-17,10.47,62,2053,2,COKE,2012,6,0,0,78.8,1,0
1831,2012-08-17,10.47,62,2053,2,COFFEE,2012,6,0,0,78.8,1,0
1832,2012-08-18,15.0,62,1070,0,BURGER,2012,6,1,0,75.2,1,0
1833,2012-08-18,11.49,24,2051,2,BURGER,2012,6,1,0,75.2,1,0
1834,2012-08-18,11.49,24,2051,2,COKE,2012,6,1,0,75.2,1,0
1835,2012-08-18,11.36,20,2052,2,BURGER,2012,6,1,0,75.2,1,0
1836,2012-08-18,11.36,20,2052,2,LEMONADE,2012,6,1,0,75.2,1,0
1837,2012-08-18,10.47,44,2053,2,BURGER,2012,6,1,0,75.2,1,0
1838,2012-08-18,10.47,44,2053,2,COKE,2012,6,1,0,75.2,1,0
1839,2012-08-18,10.47,44,2053,2,COFFEE,2012,6,1,0,75.2,1,0
1840,2012-08-19,15.0,64,1070,0,BURGER,2012,6,1,0,77.0,1,0
1841,2012-08-19,11.49,26,2051,2,BURGER,2012,6,1,0,77.0,1,0
1842,2012-08-19,11.49,26,2051,2,COKE,2012,6,1,0,77.0,1,0
1843,2012-08-19,11.36,18,2052,2,BURGER,2012,6,1,0,77.0,1,0
1844,2012-08-19,11.36,18,2052,2,LEMONADE,2012,6,1,0,77.0,1,0
1845,2012-08-19,10.47,46,2053,2,BURGER,2012,6,1,0,77.0,1,0
1846,2012-08-19,10.47,46,2053,2,COKE,2012,6,1,0,77.0,1,0
1847,2012-08-19,10.47,46,2053,2,COFFEE,2012,6,1,0,77.0,1,0
1848,2012-08-20,15.0,86,1070,0,BURGER,2012,6,0,0,78.8,1,0
1849,2012-08-20,11.49,38,2051,2,BURGER,2012,6,0,0,78.8,1,0
1850,2012-08-20,11.49,38,2051,2,COKE,2012,6,0,0,78.8,1,0
1851,2012-08-20,11.36,20,2052,2,BURGER,2012,6,0,0,78.8,1,0
1852,2012-08-20,11.36,20,2052,2,LEMONADE,2012,6,0,0,78.8,1,0
1853,2012-08-20,10.47,58,2053,2,BURGER,2012,6,0,0,78.8,1,0
1854,2012-08-20,10.47,58,2053,2,COKE,2012,6,0,0,78.8,1,0
1855,2012-08-20,10.47,58,2053,2,COFFEE,2012,6,0,0,78.8,1,0
1856,2012-08-21,15.0,90,1070,0,BURGER,2012,6,0,0,78.8,1,0
1857,2012-08-21,11.49,36,2051,2,BURGER,2012,6,0,0,78.8,1,0
1858,2012-08-21,11.49,36,2051,2,COKE,2012,6,0,0,78.8,1,0
1859,2012-08-21,11.36,24,2052,2,BURGER,2012,6,0,0,78.8,1,0
1860,2012-08-21,11.36,24,2052,2,LEMONADE,2012,6,0,0,78.8,1,0
1861,2012-08-21,10.47,58,2053,2,BURGER,2012,6,0,0,78.8,1,0
1862,2012-08-21,10.47,58,2053,2,COKE,2012,6,0,0,78.8,1,0
1863,2012-08-21,10.47,58,2053,2,COFFEE,2012,6,0,0,78.8,1,0
1864,2012-08-22,15.0,88,1070,0,BURGER,2012,6,0,0,77.0,1,0
1865,2012-08-22,11.49,36,2051,2,BURGER,2012,6,0,0,77.0,1,0
1866,2012-08-22,11.49,36,2051,2,COKE,2012,6,0,0,77.0,1,0
1867,2012-08-22,11.36,22,2052,2,BURGER,2012,6,0,0,77.0,1,0
1868,2012-08-22,11.36,22,2052,2,LEMONADE,2012,6,0,0,77.0,1,0
1869,2012-08-22,10.47,58,2053,2,BURGER,2012,6,0,0,77.0,1,0
1870,2012-08-22,10.47,58,2053,2,COKE,2012,6,0,0,77.0,1,0
1871,2012-08-22,10.47,58,2053,2,COFFEE,2012,6,0,0,77.0,1,0
1872,2012-08-23,15.0,88,1070,0,BURGER,2012,6,0,0,77.0,1,0
1873,2012-08-23,11.49,32,2051,2,BURGER,2012,6,0,0,77.0,1,0
1874,2012-08-23,11.49,32,2051,2,COKE,2012,6,0,0,77.0,1,0
1875,2012-08-23,11.36,24,2052,2,BURGER,2012,6,0,0,77.0,1,0
1876,2012-08-23,11.36,24,2052,2,LEMONADE,2012,6,0,0,77.0,1,0
1877,2012-08-23,10.47,58,2053,2,BURGER,2012,6,0,0,77.0,1,0
1878,2012-08-23,10.47,58,2053,2,COKE,2012,6,0,0,77.0,1,0
1879,2012-08-23,10.47,58,2053,2,COFFEE,2012,6,0,0,77.0,1,0
1880,2012-08-24,15.0,86,1070,0,BURGER,2012,6,0,0,75.2,1,0
1881,2012-08-24,11.49,38,2051,2,BURGER,2012,6,0,0,75.2,1,0
1882,2012-08-24,11.49,38,2051,2,COKE,2012,6,0,0,75.2,1,0
1883,2012-08-24,11.36,28,2052,2,BURGER,2012,6,0,0,75.2,1,0
1884,2012-08-24,11.36,28,2052,2,LEMONADE,2012,6,0,0,75.2,1,0
1885,2012-08-24,10.47,64,2053,2,BURGER,2012,6,0,0,75.2,1,0
1886,2012-08-24,10.47,64,2053,2,COKE,2012,6,0,0,75.2,1,0
1887,2012-08-24,10.47,64,2053,2,COFFEE,2012,6,0,0,75.2,1,0
1888,2012-08-25,15.0,62,1070,0,BURGER,2012,6,1,0,73.4,1,0
1889,2012-08-25,11.49,20,2051,2,BURGER,2012,6,1,0,73.4,1,0
1890,2012-08-25,11.49,20,2051,2,COKE,2012,6,1,0,73.4,1,0
1891,2012-08-25,11.36,16,2052,2,BURGER,2012,6,1,0,73.4,1,0
1892,2012-08-25,11.36,16,2052,2,LEMONADE,2012,6,1,0,73.4,1,0
1893,2012-08-25,10.47,46,2053,2,BURGER,2012,6,1,0,73.4,1,0
1894,2012-08-25,10.47,46,2053,2,COKE,2012,6,1,0,73.4,1,0
1895,2012-08-25,10.47,46,2053,2,COFFEE,2012,6,1,0,73.4,1,0
1896,2012-08-26,15.0,62,1070,0,BURGER,2012,6,1,0,75.2,1,0
1897,2012-08-26,11.49,26,2051,2,BURGER,2012,6,1,0,75.2,1,0
1898,2012-08-26,11.49,26,2051,2,COKE,2012,6,1,0,75.2,1,0
1899,2012-08-26,11.36,20,2052,2,BURGER,2012,6,1,0,75.2,1,0
1900,2012-08-26,11.36,20,2052,2,LEMONADE,2012,6,1,0,75.2,1,0
1901,2012-08-26,10.47,38,2053,2,BURGER,2012,6,1,0,75.2,1,0
1902,2012-08-26,10.47,38,2053,2,COKE,2012,6,1,0,75.2,1,0
1903,2012-08-26,10.47,38,2053,2,COFFEE,2012,6,1,0,75.2,1,0
1904,2012-08-27,15.0,94,1070,0,BURGER,2012,6,0,0,75.2,1,0
1905,2012-08-27,11.49,32,2051,2,BURGER,2012,6,0,0,75.2,1,0
1906,2012-08-27,11.49,32,2051,2,COKE,2012,6,0,0,75.2,1,0
1907,2012-08-27,11.36,24,2052,2,BURGER,2012,6,0,0,75.2,1,0
1908,2012-08-27,11.36,24,2052,2,LEMONADE,2012,6,0,0,75.2,1,0
1909,2012-08-27,10.47,58,2053,2,BURGER,2012,6,0,0,75.2,1,0
1910,2012-08-27,10.47,58,2053,2,COKE,2012,6,0,0,75.2,1,0
1911,2012-08-27,10.47,58,2053,2,COFFEE,2012,6,0,0,75.2,1,0
1912,2012-08-28,15.0,90,1070,0,BURGER,2012,6,0,0,77.0,1,0
1913,2012-08-28,11.49,38,2051,2,BURGER,2012,6,0,0,77.0,1,0
1914,2012-08-28,11.49,38,2051,2,COKE,2012,6,0,0,77.0,1,0
1915,2012-08-28,11.36,26,2052,2,BURGER,2012,6,0,0,77.0,1,0
1916,2012-08-28,11.36,26,2052,2,LEMONADE,2012,6,0,0,77.0,1,0
1917,2012-08-28,10.47,56,2053,2,BURGER,2012,6,0,0,77.0,1,0
1918,2012-08-28,10.47,56,2053,2,COKE,2012,6,0,0,77.0,1,0
1919,2012-08-28,10.47,56,2053,2,COFFEE,2012,6,0,0,77.0,1,0
1920,2012-08-29,15.0,88,1070,0,BURGER,2012,6,0,0,78.8,1,0
1921,2012-08-29,12.35,36,2051,2,BURGER,2012,6,0,0,78.8,1,0
1922,2012-08-29,12.35,36,2051,2,COKE,2012,6,0,0,78.8,1,0
1923,2012-08-29,12.49,24,2052,2,BURGER,2012,6,0,0,78.8,1,0
1924,2012-08-29,12.49,24,2052,2,LEMONADE,2012,6,0,0,78.8,1,0
1925,2012-08-29,12.42,48,2053,2,BURGER,2012,6,0,0,78.8,1,0
1926,2012-08-29,12.42,48,2053,2,COKE,2012,6,0,0,78.8,1,0
1927,2012-08-29,12.42,48,2053,2,COFFEE,2012,6,0,0,78.8,1,0
1928,2012-08-30,15.0,90,1070,0,BURGER,2012,6,0,0,80.6,1,0
1929,2012-08-30,12.35,30,2051,2,BURGER,2012,6,0,0,80.6,1,0
1930,2012-08-30,12.35,30,2051,2,COKE,2012,6,0,0,80.6,1,0
1931,2012-08-30,12.49,18,2052,2,BURGER,2012,6,0,0,80.6,1,0
1932,2012-08-30,12.49,18,2052,2,LEMONADE,2012,6,0,0,80.6,1,0
1933,2012-08-30,12.42,52,2053,2,BURGER,2012,6,0,0,80.6,1,0
1934,2012-08-30,12.42,52,2053,2,COKE,2012,6,0,0,80.6,1,0
1935,2012-08-30,12.42,52,2053,2,COFFEE,2012,6,0,0,80.6,1,0
1936,2012-08-31,15.0,94,1070,0,BURGER,2012,6,0,0,77.0,1,0
1937,2012-08-31,12.35,28,2051,2,BURGER,2012,6,0,0,77.0,1,0
1938,2012-08-31,12.35,28,2051,2,COKE,2012,6,0,0,77.0,1,0
1939,2012-08-31,12.49,24,2052,2,BURGER,2012,6,0,0,77.0,1,0
1940,2012-08-31,12.49,24,2052,2,LEMONADE,2012,6,0,0,77.0,1,0
1941,2012-08-31,12.42,46,2053,2,BURGER,2012,6,0,0,77.0,1,0
1942,2012-08-31,12.42,46,2053,2,COKE,2012,6,0,0,77.0,1,0
1943,2012-08-31,12.42,46,2053,2,COFFEE,2012,6,0,0,77.0,1,0
1944,2012-09-01,15.0,64,1070,0,BURGER,2012,6,1,0,73.4,1,0
1945,2012-09-01,12.35,18,2051,2,BURGER,2012,6,1,0,73.4,1,0
1946,2012-09-01,12.35,18,2051,2,COKE,2012,6,1,0,73.4,1,0
1947,2012-09-01,12.49,20,2052,2,BURGER,2012,6,1,0,73.4,1,0
1948,2012-09-01,12.49,20,2052,2,LEMONADE,2012,6,1,0,73.4,1,0
1949,2012-09-01,12.42,36,2053,2,BURGER,2012,6,1,0,73.4,1,0
1950,2012-09-01,12.42,36,2053,2,COKE,2012,6,1,0,73.4,1,0
1951,2012-09-01,12.42,36,2053,2,COFFEE,2012,6,1,0,73.4,1,0
1952,2012-09-02,15.0,58,1070,0,BURGER,2012,6,1,0,75.2,1,0
1953,2012-09-02,12.35,18,2051,2,BURGER,2012,6,1,0,75.2,1,0
1954,2012-09-02,12.35,18,2051,2,COKE,2012,6,1,0,75.2,1,0
1955,2012-09-02,12.49,14,2052,2,BURGER,2012,6,1,0,75.2,1,0
1956,2012-09-02,12.49,14,2052,2,LEMONADE,2012,6,1,0,75.2,1,0
1957,2012-09-02,12.42,30,2053,2,BURGER,2012,6,1,0,75.2,1,0
1958,2012-09-02,12.42,30,2053,2,COKE,2012,6,1,0,75.2,1,0
1959,2012-09-02,12.42,30,2053,2,COFFEE,2012,6,1,0,75.2,1,0
1960,2012-09-03,15.0,90,1070,0,BURGER,2012,6,0,0,71.6,1,0
1961,2012-09-03,12.35,34,2051,2,BURGER,2012,6,0,0,71.6,1,0
1962,2012-09-03,12.35,34,2051,2,COKE,2012,6,0,0,71.6,1,0
1963,2012-09-03,12.49,18,2052,2,BURGER,2012,6,0,0,71.6,1,0
1964,2012-09-03,12.49,18,2052,2,LEMONADE,2012,6,0,0,71.6,1,0
1965,2012-09-03,12.42,44,2053,2,BURGER,2012,6,0,0,71.6,1,0
1966,2012-09-03,12.42,44,2053,2,COKE,2012,6,0,0,71.6,1,0
1967,2012-09-03,12.42,44,2053,2,COFFEE,2012,6,0,0,71.6,1,0
1968,2012-09-04,15.0,90,1070,0,BURGER,2012,6,0,0,75.2,1,0
1969,2012-09-04,12.35,32,2051,2,BURGER,2012,6,0,0,75.2,1,0
1970,2012-09-04,12.35,32,2051,2,COKE,2012,6,0,0,75.2,1,0
1971,2012-09-04,12.49,24,2052,2,BURGER,2012,6,0,0,75.2,1,0
1972,2012-09-04,12.49,24,2052,2,LEMONADE,2012,6,0,0,75.2,1,0
1973,2012-09-04,12.42,50,2053,2,BURGER,2012,6,0,0,75.2,1,0
1974,2012-09-04,12.42,50,2053,2,COKE,2012,6,0,0,75.2,1,0
1975,2012-09-04,12.42,50,2053,2,COFFEE,2012,6,0,0,75.2,1,0
1976,2012-09-05,15.0,92,1070,0,BURGER,2012,6,0,0,77.0,1,0
1977,2012-09-05,12.35,32,2051,2,BURGER,2012,6,0,0,77.0,1,0
1978,2012-09-05,12.35,32,2051,2,COKE,2012,6,0,0,77.0,1,0
1979,2012-09-05,12.49,16,2052,2,BURGER,2012,6,0,0,77.0,1,0
1980,2012-09-05,12.49,16,2052,2,LEMONADE,2012,6,0,0,77.0,1,0
1981,2012-09-05,12.42,52,2053,2,BURGER,2012,6,0,0,77.0,1,0
1982,2012-09-05,12.42,52,2053,2,COKE,2012,6,0,0,77.0,1,0
1983,2012-09-05,12.42,52,2053,2,COFFEE,2012,6,0,0,77.0,1,0
1984,2012-09-06,15.0,86,1070,0,BURGER,2012,6,0,0,75.2,1,0
1985,2012-09-06,12.35,28,2051,2,BURGER,2012,6,0,0,75.2,1,0
1986,2012-09-06,12.35,28,2051,2,COKE,2012,6,0,0,75.2,1,0
1987,2012-09-06,12.49,22,2052,2,BURGER,2012,6,0,0,75.2,1,0
1988,2012-09-06,12.49,22,2052,2,LEMONADE,2012,6,0,0,75.2,1,0
1989,2012-09-06,12.42,44,2053,2,BURGER,2012,6,0,0,75.2,1,0
1990,2012-09-06,12.42,44,2053,2,COKE,2012,6,0,0,75.2,1,0
1991,2012-09-06,12.42,44,2053,2,COFFEE,2012,6,0,0,75.2,1,0
1992,2012-09-07,15.0,90,1070,0,BURGER,2012,6,0,0,71.6,1,0
1993,2012-09-07,12.35,34,2051,2,BURGER,2012,6,0,0,71.6,1,0
1994,2012-09-07,12.35,34,2051,2,COKE,2012,6,0,0,71.6,1,0
1995,2012-09-07,12.49,24,2052,2,BURGER,2012,6,0,0,71.6,1,0
1996,2012-09-07,12.49,24,2052,2,LEMONADE,2012,6,0,0,71.6,1,0
1997,2012-09-07,12.42,44,2053,2,BURGER,2012,6,0,0,71.6,1,0
